brand,nom_etablissement,source,note_brute,note_std,texte,texte_propre,langue,date,theme_label,theme_score,theme_scores,sentiment_stars,sentiment_score,sentiment_label,texte_sentiment
Huttopia,Dieulefit,Google Maps,,3.0,"Des vacances parfaites, un rêve ! Nous ne nous sommes jamais aussi bien reposés. L'endroit est très calme, en pleine nature, une parenthèse hors du temps.  Les animations sont formidables, pour petits et grands (ateliers créatifs, construction de cabanes, balades nature, sport, spectacles de grande qualité..). Un grand merci aux animateurs, notamment Roxane, Victoria et Franck, ainsi qu'à Maxime, pour tout ce qu'il nous a appris sur la nature. Nous reviendrons l'année prochaine !","Des vacances parfaites, un rêve ! Nous ne nous sommes jamais aussi bien reposés. L'endroit est très calme, en pleine nature, une parenthèse hors du temps. Les animations sont formidables, pour petits et grands (ateliers créatifs, construction de cabanes, balades nature, sport, spectacles de grande qualité..). Un grand merci aux animateurs, notamment Roxane, Victoria et Franck, ainsi qu'à Maxime, pour tout ce qu'il nous a appris sur la nature. Nous reviendrons l'année prochaine !",fr,,activités et animations,0.9744,"{'activités et animations': 0.9744, 'nature et environnement': 0.9502, 'rapport qualité-prix': 0.5514, 'hébergement et confort': 0.2459, 'accueil et personnel': 0.0488, 'propreté et sanitaires': 0.0049, 'restauration et alimentation': 0.0007}",5,0.8892,Positif,"Des vacances parfaites, un rêve ! Nous ne nous sommes jamais aussi bien reposés. L'endroit est très calme, en pleine nature, une parenthèse hors du temps. Les animations sont formidables, pour petits et grands (ateliers créatifs, construction de cabanes, balades nature, sport, spectacles de grande qualité..). Un grand merci aux animateurs, notamment Roxane, Victoria et Franck, ainsi qu'à Maxime, pour tout ce qu'il nous a appris sur la nature. Nous reviendrons l'année prochaine !"
Huttopia,Dieulefit,Google Maps,,3.0,"Une parenthèse déconnexion au cœur de la nature, des champs de lavande et des montagnes. Nous dormions dans la tente bonaventure, la literie est confortable et c’est agréable d’avoir la plancha et le gaz pour cuisiner. Le camping est très bien placé vers dieluefit une jolie ville avec pleins d’activités à faire autour. Les activités du camping sont variés que ce soit pour les petits et les grands. En une semaine nous avons vu 2 concerts, 1 spectacle d’art du cirque, fait un atelier survie pour apprendre à couper des bûches, un atelier linogravure, poterie, distillation de lavande, découverte des étoiles. Je vous recommande à 100% ce camping et attendons avec impatience l’année prochaine pour pouvoir retourner dans un huttopia. Merci pour la gentillesse des équipes.","Une parenthèse déconnexion au cœur de la nature, des champs de lavande et des montagnes. Nous dormions dans la tente bonaventure, la literie est confortable et c’est agréable d’avoir la plancha et le gaz pour cuisiner. Le camping est très bien placé vers dieluefit une jolie ville avec pleins d’activités à faire autour. Les activités du camping sont variés que ce soit pour les petits et les grands. En une semaine nous avons vu 2 concerts, 1 spectacle d’art du cirque, fait un atelier survie pour apprendre à couper des bûches, un atelier linogravure, poterie, distillation de lavande, découverte des étoiles. Je vous recommande à 100% ce camping et attendons avec impatience l’année prochaine pour pouvoir retourner dans un huttopia. Merci pour la gentillesse des équipes.",fr,,nature et environnement,0.979,"{'nature et environnement': 0.979, 'activités et animations': 0.9736, 'hébergement et confort': 0.7957, 'rapport qualité-prix': 0.6262, 'accueil et personnel': 0.143, 'propreté et sanitaires': 0.0141, 'restauration et alimentation': 0.0015}",5,0.6361,Positif,"Une parenthèse déconnexion au cœur de la nature, des champs de lavande et des montagnes. Nous dormions dans la tente bonaventure, la literie est confortable et c’est agréable d’avoir la plancha et le gaz pour cuisiner. Le camping est très bien placé vers dieluefit une jolie ville avec pleins d’activités à faire autour. Les activités du camping sont variés que ce soit pour les petits et les grands. En une semaine nous avons vu 2 concerts, 1 spectacle d’art du cirque, fait un atelier survie pour apprendre à couper des bûches, un atelier linogravure, poterie, distillation de lavande, découverte des étoiles. Je vous recommande à 100% ce camping et attendons avec impatience l’année prochaine pour pouvoir retourner dans un huttopia. Merci pour la gentillesse des équipes."
Huttopia,Dieulefit,Google Maps,,3.0,"C'est mon second séjour sur le site Huttopia DIEULEFIT. Toujours aussi exceptionnel !|Son cadre en pleine nature- une équipe accueillante, efficace -|Côté resto : une carte simple avec des produits locaux ( le picodon,  le miel de lavandes, …","C'est mon second séjour sur le site Huttopia DIEULEFIT. Toujours aussi exceptionnel !|Son cadre en pleine nature- une équipe accueillante, efficace -|Côté resto : une carte simple avec des produits locaux ( le picodon, le miel de lavandes, …",fr,,hébergement et confort,0.9947,"{'hébergement et confort': 0.9947, 'nature et environnement': 0.9796, 'rapport qualité-prix': 0.9624, 'propreté et sanitaires': 0.8611, 'activités et animations': 0.7139, 'accueil et personnel': 0.7113, 'restauration et alimentation': 0.3485}",5,0.7197,Positif,"C'est mon second séjour sur le site Huttopia DIEULEFIT. Toujours aussi exceptionnel !|Son cadre en pleine nature- une équipe accueillante, efficace -|Côté resto : une carte simple avec des produits locaux ( le picodon, le miel de lavandes, …"
Huttopia,Font_Romeu,Google Maps,,3.0,"Rien à dire, c'était parfait. Les chalets sont vraiment adorables, bien espacés sans vis à vis avec une belle vue. L'emplacement nickel à proximité des remontées mécaniques et du centre ville. Le poêle marche super bien, les espaces sont bien faits et bien pensés, un petit cocon dans les montagnes au top ! En plus avec plus d'1.5m de neige en bas que demander de plus !?","Rien à dire, c'était parfait. Les chalets sont vraiment adorables, bien espacés sans vis à vis avec une belle vue. L'emplacement nickel à proximité des remontées mécaniques et du centre ville. Le poêle marche super bien, les espaces sont bien faits et bien pensés, un petit cocon dans les montagnes au top ! En plus avec plus d'1.5m de neige en bas que demander de plus !?",fr,,hébergement et confort,0.9369,"{'hébergement et confort': 0.9369, 'rapport qualité-prix': 0.9201, 'activités et animations': 0.7303, 'nature et environnement': 0.7033, 'propreté et sanitaires': 0.3425, 'restauration et alimentation': 0.0761, 'accueil et personnel': 0.0508}",5,0.8841,Positif,"Rien à dire, c'était parfait. Les chalets sont vraiment adorables, bien espacés sans vis à vis avec une belle vue. L'emplacement nickel à proximité des remontées mécaniques et du centre ville. Le poêle marche super bien, les espaces sont bien faits et bien pensés, un petit cocon dans les montagnes au top ! En plus avec plus d'1.5m de neige en bas que demander de plus !?"
Huttopia,Font_Romeu,Google Maps,,3.0,"Incroyable panorama sous la neige. On peut aller skier à pied, prix sur les locations de skis au pied du téléphérique qui nous emmène à Pyrénées 2000. Les chalets sont bien équipés avec poil à bois. Un peu sonore en groupe mais quelle ambiance de paix vu la situation des chalets sous la neige. Cordialement Pierre.","Incroyable panorama sous la neige. On peut aller skier à pied, prix sur les locations de skis au pied du téléphérique qui nous emmène à Pyrénées 2000. Les chalets sont bien équipés avec poil à bois. Un peu sonore en groupe mais quelle ambiance de paix vu la situation des chalets sous la neige. Cordialement Pierre.",fr,,activités et animations,0.9791,"{'activités et animations': 0.9791, 'nature et environnement': 0.9083, 'rapport qualité-prix': 0.7992, 'hébergement et confort': 0.2265, 'accueil et personnel': 0.0449, 'propreté et sanitaires': 0.0113, 'restauration et alimentation': 0.0035}",5,0.5737,Positif,"Incroyable panorama sous la neige. On peut aller skier à pied, prix sur les locations de skis au pied du téléphérique qui nous emmène à Pyrénées 2000. Les chalets sont bien équipés avec poil à bois. Un peu sonore en groupe mais quelle ambiance de paix vu la situation des chalets sous la neige. Cordialement Pierre."
Huttopia,Font_Romeu,Google Maps,,3.0,Super expérience dans un des nombreux chalets de Hutopia. Très bel emplacement et châlet magnifique avec son poêle très agréable. Le service de qualité est au rendez-vous. Merci,Super expérience dans un des nombreux chalets de Hutopia. Très bel emplacement et châlet magnifique avec son poêle très agréable. Le service de qualité est au rendez-vous. Merci,fr,,hébergement et confort,0.9627,"{'hébergement et confort': 0.9627, 'rapport qualité-prix': 0.8442, 'activités et animations': 0.7893, 'restauration et alimentation': 0.7558, 'nature et environnement': 0.3926, 'accueil et personnel': 0.1164, 'propreté et sanitaires': 0.0046}",5,0.8034,Positif,Super expérience dans un des nombreux chalets de Hutopia. Très bel emplacement et châlet magnifique avec son poêle très agréable. Le service de qualité est au rendez-vous. Merci
Huttopia,Font_Romeu,Google Maps,,3.0,"Très bon accueil, le camping est très bien situé la station de ski est facilement accessible à pied ou à vélo. Les emplacements pour camping-cars ne sont pas très grands et délimités avec des rondins donc pas évident de manœuvrer, il y a un lieu commun ouvert 24/24, des piscines chauffées, les sanitaires sont propres ainsi que les douches. Des activités sont proposées grâce à divers installations, ping-pong, balançoires,...","Très bon accueil, le camping est très bien situé la station de ski est facilement accessible à pied ou à vélo. Les emplacements pour camping-cars ne sont pas très grands et délimités avec des rondins donc pas évident de manœuvrer, il y a un lieu commun ouvert 24/24, des piscines chauffées, les sanitaires sont propres ainsi que les douches. Des activités sont proposées grâce à divers installations, ping-pong, balançoires,...",fr,,hébergement et confort,0.9814,"{'hébergement et confort': 0.9814, 'activités et animations': 0.9485, 'rapport qualité-prix': 0.8395, 'propreté et sanitaires': 0.8349, 'nature et environnement': 0.1291, 'accueil et personnel': 0.1177, 'restauration et alimentation': 0.0002}",4,0.5197,Positif,"Très bon accueil, le camping est très bien situé la station de ski est facilement accessible à pied ou à vélo. Les emplacements pour camping-cars ne sont pas très grands et délimités avec des rondins donc pas évident de manœuvrer, il y a un lieu commun ouvert 24/24, des piscines chauffées, les sanitaires sont propres ainsi que les douches. Des activités sont proposées grâce à divers installations, ping-pong, balançoires,..."
Huttopia,Font_Romeu,Google Maps,,3.0,"Nous avons apprécié notre séjour dans ce camping et notamment la vue sur les montagnes ainsi que la proximité du centre ville. Les sanitaires étaient propres, néanmoins il manquait clairement un sanitaire du côté de notre emplacement. Faire 300m pour y aller avec des enfants, quelle perte de temps dans une journée ! Il faudrait également revoir la pression des robinets pour la vaisselle qui nous éclaboussent beaucoup.","Nous avons apprécié notre séjour dans ce camping et notamment la vue sur les montagnes ainsi que la proximité du centre ville. Les sanitaires étaient propres, néanmoins il manquait clairement un sanitaire du côté de notre emplacement. Faire 300m pour y aller avec des enfants, quelle perte de temps dans une journée ! Il faudrait également revoir la pression des robinets pour la vaisselle qui nous éclaboussent beaucoup.",fr,,nature et environnement,0.9184,"{'nature et environnement': 0.9184, 'activités et animations': 0.9105, 'propreté et sanitaires': 0.9068, 'hébergement et confort': 0.705, 'rapport qualité-prix': 0.4186, 'accueil et personnel': 0.0885, 'restauration et alimentation': 0.0015}",4,0.6122,Positif,"Nous avons apprécié notre séjour dans ce camping et notamment la vue sur les montagnes ainsi que la proximité du centre ville. Les sanitaires étaient propres, néanmoins il manquait clairement un sanitaire du côté de notre emplacement. Faire 300m pour y aller avec des enfants, quelle perte de temps dans une journée ! Il faudrait également revoir la pression des robinets pour la vaisselle qui nous éclaboussent beaucoup."
Huttopia,Font_Romeu,Google Maps,,3.0,"Une semaine de rêve dans un chalet cosy en plein cœur de la nature !! De quoi nous ressourcer pour un bon moment ! En prime, ici l’équipe nous aide à pousser notre véhicule quand il ne démarre plus 🙏🏻","Une semaine de rêve dans un chalet cosy en plein cœur de la nature !! De quoi nous ressourcer pour un bon moment ! En prime, ici l’équipe nous aide à pousser notre véhicule quand il ne démarre plus 🙏🏻",fr,,hébergement et confort,0.9928,"{'hébergement et confort': 0.9928, 'activités et animations': 0.9741, 'nature et environnement': 0.9613, 'propreté et sanitaires': 0.7481, 'accueil et personnel': 0.7263, 'rapport qualité-prix': 0.5204, 'restauration et alimentation': 0.0018}",5,0.5516,Positif,"Une semaine de rêve dans un chalet cosy en plein cœur de la nature !! De quoi nous ressourcer pour un bon moment ! En prime, ici l’équipe nous aide à pousser notre véhicule quand il ne démarre plus 🙏🏻"
Huttopia,Font_Romeu,Google Maps,,3.0,"séjour magique petit chalet très cosy très bien équipé nous avons vécu avec ma fille un séjour idyllique un rêve éveillé digne de la Laponie (sans les aurores boréales ) très très beau camping qui plus est était recouvert de neige au quotidien , un Noel merveilleux et inoubliable des étoiles pleins les yeux , merci Huttopia","séjour magique petit chalet très cosy très bien équipé nous avons vécu avec ma fille un séjour idyllique un rêve éveillé digne de la Laponie (sans les aurores boréales ) très très beau camping qui plus est était recouvert de neige au quotidien , un Noel merveilleux et inoubliable des étoiles pleins les yeux , merci Huttopia",fr,,hébergement et confort,0.9982,"{'hébergement et confort': 0.9982, 'activités et animations': 0.9686, 'nature et environnement': 0.9162, 'rapport qualité-prix': 0.838, 'accueil et personnel': 0.2896, 'restauration et alimentation': 0.0122, 'propreté et sanitaires': 0.0028}",5,0.7393,Positif,"séjour magique petit chalet très cosy très bien équipé nous avons vécu avec ma fille un séjour idyllique un rêve éveillé digne de la Laponie (sans les aurores boréales ) très très beau camping qui plus est était recouvert de neige au quotidien , un Noel merveilleux et inoubliable des étoiles pleins les yeux , merci Huttopia"
Huttopia,Font_Romeu,Google Maps,,3.0,"Superbe camping où nous avons séjourné avec notre propre tente sur un grand emplacement ""confort plus"". L'équipe est aimable et efficace, les animations pour les enfants sont très biens. C'était notre second séjour et nous y reviendrons avec plaisir !","Superbe camping où nous avons séjourné avec notre propre tente sur un grand emplacement ""confort plus"". L'équipe est aimable et efficace, les animations pour les enfants sont très biens. C'était notre second séjour et nous y reviendrons avec plaisir !",fr,,hébergement et confort,0.9989,"{'hébergement et confort': 0.9989, 'activités et animations': 0.9832, 'nature et environnement': 0.7918, 'rapport qualité-prix': 0.683, 'accueil et personnel': 0.2604, 'propreté et sanitaires': 0.0037, 'restauration et alimentation': 0.0002}",5,0.8632,Positif,"Superbe camping où nous avons séjourné avec notre propre tente sur un grand emplacement ""confort plus"". L'équipe est aimable et efficace, les animations pour les enfants sont très biens. C'était notre second séjour et nous y reviendrons avec plaisir !"
Huttopia,Font_Romeu,Google Maps,,3.0,"On vous demande de payer 100 euro pour choisir votre emplacement de chalet ce qui est très cher !!! En effet la plupart des chalets donnent directement sur les tentes du camping et donc bonjour le manque d’intimité sur votre terrasse …. Seulement quelques chalets ont un minimum d intimité. D’où le montant pour pouvoir choisir son emplacement( il y a qq années c’était 50 euros….)  À plus de 250 euro la nuit on pourrait s’attendre à un certain standing mais non : matelas dur , , manque de chaise longue à la piscine, électroménager  Proline (bas de gamme chinois ( pardon RPC). Alors qu Huttopia joue à fond la carte écolo en fait ils font venir leur électroménager de Chine , pays pollueur s’il en est. Avant d’être consommateur je suis un citoyen.","On vous demande de payer 100 euro pour choisir votre emplacement de chalet ce qui est très cher !!! En effet la plupart des chalets donnent directement sur les tentes du camping et donc bonjour le manque d’intimité sur votre terrasse …. Seulement quelques chalets ont un minimum d intimité. D’où le montant pour pouvoir choisir son emplacement( il y a qq années c’était 50 euros….) À plus de 250 euro la nuit on pourrait s’attendre à un certain standing mais non : matelas dur , , manque de chaise longue à la piscine, électroménager Proline (bas de gamme chinois ( pardon RPC). Alors qu Huttopia joue à fond la carte écolo en fait ils font venir leur électroménager de Chine , pays pollueur s’il en est. Avant d’être consommateur je suis un citoyen.",fr,,rapport qualité-prix,0.9296,"{'rapport qualité-prix': 0.9296, 'activités et animations': 0.9138, 'nature et environnement': 0.7138, 'hébergement et confort': 0.7119, 'propreté et sanitaires': 0.3841, 'restauration et alimentation': 0.2906, 'accueil et personnel': 0.0287}",1,0.4351,Négatif,"On vous demande de payer 100 euro pour choisir votre emplacement de chalet ce qui est très cher !!! En effet la plupart des chalets donnent directement sur les tentes du camping et donc bonjour le manque d’intimité sur votre terrasse …. Seulement quelques chalets ont un minimum d intimité. D’où le montant pour pouvoir choisir son emplacement( il y a qq années c’était 50 euros….) À plus de 250 euro la nuit on pourrait s’attendre à un certain standing mais non : matelas dur , , manque de chaise longue à la piscine, électroménager Proline (bas de gamme chinois ( pardon RPC). Alors qu Huttopia joue à fond la carte écolo en fait ils font venir leur électroménager de Chine , pays pollueur s’il en est. Avant d’être consommateur je suis un citoyen."
Huttopia,Font_Romeu,Google Maps,,3.0,"Nous avons été déçus par l’emplacement attribué : annoncé comme “confort”, il s’est révélé étroit, en pente, sans ombre et en bordure de chemin. Nous étions en van + tente et la seule explication donnée a été que les emplacements plus grands étaient réservés aux camping-cars. Résultat, nous avons écourté notre séjour d’une journée. En revanche, nous avons apprécié les prestations du camping (bar, restaurant, sanitaires…), de bonne qualité.","Nous avons été déçus par l’emplacement attribué : annoncé comme “confort”, il s’est révélé étroit, en pente, sans ombre et en bordure de chemin. Nous étions en van + tente et la seule explication donnée a été que les emplacements plus grands étaient réservés aux camping-cars. Résultat, nous avons écourté notre séjour d’une journée. En revanche, nous avons apprécié les prestations du camping (bar, restaurant, sanitaires…), de bonne qualité.",fr,,hébergement et confort,0.9531,"{'hébergement et confort': 0.9531, 'rapport qualité-prix': 0.5734, 'activités et animations': 0.5326, 'propreté et sanitaires': 0.4736, 'accueil et personnel': 0.1202, 'nature et environnement': 0.0191, 'restauration et alimentation': 0.0092}",3,0.5724,Neutre,"Nous avons été déçus par l’emplacement attribué : annoncé comme “confort”, il s’est révélé étroit, en pente, sans ombre et en bordure de chemin. Nous étions en van + tente et la seule explication donnée a été que les emplacements plus grands étaient réservés aux camping-cars. Résultat, nous avons écourté notre séjour d’une journée. En revanche, nous avons apprécié les prestations du camping (bar, restaurant, sanitaires…), de bonne qualité."
Huttopia,Font_Romeu,Google Maps,,3.0,"Nous avons passé un agréable week-end au Huttopia de Font Romeu. Un accueil chaleureux de la part des chefs de camp et de leur équipe, tout au long du séjour. Le charme naturel du camping, ainsi que les hébergements soignés et authentiques, nous ont permis de passer une excellente escapade Pyrénéenne. Petit plus que nous avons apprécié, le café comptoir & le restaurant, qui nous ont permis de délicieuses pauses!","Nous avons passé un agréable week-end au Huttopia de Font Romeu. Un accueil chaleureux de la part des chefs de camp et de leur équipe, tout au long du séjour. Le charme naturel du camping, ainsi que les hébergements soignés et authentiques, nous ont permis de passer une excellente escapade Pyrénéenne. Petit plus que nous avons apprécié, le café comptoir & le restaurant, qui nous ont permis de délicieuses pauses!",fr,,activités et animations,0.9279,"{'activités et animations': 0.9279, 'nature et environnement': 0.8184, 'restauration et alimentation': 0.646, 'hébergement et confort': 0.5111, 'accueil et personnel': 0.4791, 'rapport qualité-prix': 0.4734, 'propreté et sanitaires': 0.002}",4,0.4836,Positif,"Nous avons passé un agréable week-end au Huttopia de Font Romeu. Un accueil chaleureux de la part des chefs de camp et de leur équipe, tout au long du séjour. Le charme naturel du camping, ainsi que les hébergements soignés et authentiques, nous ont permis de passer une excellente escapade Pyrénéenne. Petit plus que nous avons apprécié, le café comptoir & le restaurant, qui nous ont permis de délicieuses pauses!"
Huttopia,Font_Romeu,Google Maps,,3.0,"Nous avons séjourné au camping HUTTOPIA de Font Romeu cet été en toile de tente (sans électricité) sans réservation. Nous avons été ravi de cette expérience du début à la fin. L'équipe est jeune, dynamique, flexible et ils sont tous plus sympathiques les uns que les autres. Le coin restauration est agréable et les pizzas délicieuses. Une première expérience dans ce camping vraiment intéressante et certainement pas la dernière. Félicitations à eux pour la qualité de leur accueil !","Nous avons séjourné au camping HUTTOPIA de Font Romeu cet été en toile de tente (sans électricité) sans réservation. Nous avons été ravi de cette expérience du début à la fin. L'équipe est jeune, dynamique, flexible et ils sont tous plus sympathiques les uns que les autres. Le coin restauration est agréable et les pizzas délicieuses. Une première expérience dans ce camping vraiment intéressante et certainement pas la dernière. Félicitations à eux pour la qualité de leur accueil !",fr,,propreté et sanitaires,0.9175,"{'propreté et sanitaires': 0.9175, 'hébergement et confort': 0.9019, 'activités et animations': 0.8102, 'restauration et alimentation': 0.5965, 'nature et environnement': 0.5076, 'rapport qualité-prix': 0.4766, 'accueil et personnel': 0.318}",5,0.6438,Positif,"Nous avons séjourné au camping HUTTOPIA de Font Romeu cet été en toile de tente (sans électricité) sans réservation. Nous avons été ravi de cette expérience du début à la fin. L'équipe est jeune, dynamique, flexible et ils sont tous plus sympathiques les uns que les autres. Le coin restauration est agréable et les pizzas délicieuses. Une première expérience dans ce camping vraiment intéressante et certainement pas la dernière. Félicitations à eux pour la qualité de leur accueil !"
Huttopia,Font_Romeu,Google Maps,,3.0,"Super expérience au camping Huttopia de Font Romeu avec une équipe au top ! Le restaurant est d'une grande qualité, tout comme le bar, des pizzas délicieuses réalisées sur place et devant les clients avec un pizzaiolo fort sympathique. En dehors de l'équipe saisonnière, les cadres sont également très accueillants et à l'écoute (mention spéciale à Nathan qui m'a accueilli comme un chef) En résumé, un super séjour, je vous recommande chaudement ce lieu pour vos prochaines visites dans cette belle région où la beauté des paysages et le calme de la montagne sauront vous conquérir. (À noter un super ciel étoilé vu à plusieurs reprises du camping, et les montagnes en face sont à couper le souffle)","Super expérience au camping Huttopia de Font Romeu avec une équipe au top ! Le restaurant est d'une grande qualité, tout comme le bar, des pizzas délicieuses réalisées sur place et devant les clients avec un pizzaiolo fort sympathique. En dehors de l'équipe saisonnière, les cadres sont également très accueillants et à l'écoute (mention spéciale à Nathan qui m'a accueilli comme un chef) En résumé, un super séjour, je vous recommande chaudement ce lieu pour vos prochaines visites dans cette belle région où la beauté des paysages et le calme de la montagne sauront vous conquérir. (À noter un super ciel étoilé vu à plusieurs reprises du camping, et les montagnes en face sont à couper le souffle)",fr,,activités et animations,0.7834,"{'activités et animations': 0.7834, 'nature et environnement': 0.7485, 'rapport qualité-prix': 0.6833, 'restauration et alimentation': 0.6112, 'hébergement et confort': 0.38, 'accueil et personnel': 0.2378, 'propreté et sanitaires': 0.0168}",5,0.6015,Positif,"Super expérience au camping Huttopia de Font Romeu avec une équipe au top ! Le restaurant est d'une grande qualité, tout comme le bar, des pizzas délicieuses réalisées sur place et devant les clients avec un pizzaiolo fort sympathique. En dehors de l'équipe saisonnière, les cadres sont également très accueillants et à l'écoute (mention spéciale à Nathan qui m'a accueilli comme un chef) En résumé, un super séjour, je vous recommande chaudement ce lieu pour vos prochaines visites dans cette belle région où la beauté des paysages et le calme de la montagne sauront vous conquérir. (À noter un super ciel étoilé vu à plusieurs reprises du camping, et les montagnes en face sont à couper le souffle)"
Huttopia,Font_Romeu,Google Maps,,3.0,"La recette Huttopia fonctionne ! Nous étions en cabane, tout nickel, tout est simple mais bien fait. Le rapport qualité prix peut être débattu. Néanmoins quel service ! Une équipe heureuse de travailler ensemble qui donc donne un service 5*. Avec une animation au top pour nos enfants ! Un superbe concert de Papito ! Et un conteur hors pair ! Merci à l’équipe 🤩🤩","La recette Huttopia fonctionne ! Nous étions en cabane, tout nickel, tout est simple mais bien fait. Le rapport qualité prix peut être débattu. Néanmoins quel service ! Une équipe heureuse de travailler ensemble qui donc donne un service 5*. Avec une animation au top pour nos enfants ! Un superbe concert de Papito ! Et un conteur hors pair ! Merci à l’équipe 🤩🤩",fr,,rapport qualité-prix,0.9928,"{'rapport qualité-prix': 0.9928, 'activités et animations': 0.9896, 'hébergement et confort': 0.9527, 'accueil et personnel': 0.8664, 'propreté et sanitaires': 0.5244, 'nature et environnement': 0.3229, 'restauration et alimentation': 0.0445}",5,0.5674,Positif,"La recette Huttopia fonctionne ! Nous étions en cabane, tout nickel, tout est simple mais bien fait. Le rapport qualité prix peut être débattu. Néanmoins quel service ! Une équipe heureuse de travailler ensemble qui donc donne un service 5*. Avec une animation au top pour nos enfants ! Un superbe concert de Papito ! Et un conteur hors pair ! Merci à l’équipe 🤩🤩"
Huttopia,Font_Romeu,Google Maps,,3.0,"Camping très bien situé (à pied pour aller à Font Romeu, moins de 10 min en voiture des activités et randonnées principales), cadre nature. Services et prestations à la hauteur d'un Huttopia. Personnel très agréable et activités pour les enfants ""petits trappeurs"" au top !","Camping très bien situé (à pied pour aller à Font Romeu, moins de 10 min en voiture des activités et randonnées principales), cadre nature. Services et prestations à la hauteur d'un Huttopia. Personnel très agréable et activités pour les enfants ""petits trappeurs"" au top !",fr,,activités et animations,0.9927,"{'activités et animations': 0.9927, 'nature et environnement': 0.9918, 'rapport qualité-prix': 0.742, 'hébergement et confort': 0.6347, 'accueil et personnel': 0.0846, 'propreté et sanitaires': 0.0002, 'restauration et alimentation': 0.0}",5,0.5505,Positif,"Camping très bien situé (à pied pour aller à Font Romeu, moins de 10 min en voiture des activités et randonnées principales), cadre nature. Services et prestations à la hauteur d'un Huttopia. Personnel très agréable et activités pour les enfants ""petits trappeurs"" au top !"
Huttopia,Font_Romeu,Google Maps,,3.0,Première expérience en camping avec emplacement en tente pour faire découvrir l’expérience à ma fille de 7 ans. Et bien ce fut merveilleux. Mention spéciale à l’équipe qui est incroyable. Rarement vu des personnes aussi gentilles (à l unanimité),Première expérience en camping avec emplacement en tente pour faire découvrir l’expérience à ma fille de 7 ans. Et bien ce fut merveilleux. Mention spéciale à l’équipe qui est incroyable. Rarement vu des personnes aussi gentilles (à l unanimité),fr,,activités et animations,0.9533,"{'activités et animations': 0.9533, 'nature et environnement': 0.8642, 'hébergement et confort': 0.7564, 'rapport qualité-prix': 0.1746, 'accueil et personnel': 0.0337, 'propreté et sanitaires': 0.0175, 'restauration et alimentation': 0.0016}",5,0.7325,Positif,Première expérience en camping avec emplacement en tente pour faire découvrir l’expérience à ma fille de 7 ans. Et bien ce fut merveilleux. Mention spéciale à l’équipe qui est incroyable. Rarement vu des personnes aussi gentilles (à l unanimité)
Huttopia,Font_Romeu,Google Maps,,3.0,"J’ai passé un très bon séjour au camping Utopia à Font-Romeu. Merci à toute l’équipe pour l’accueil et la bienveillance tout au long du séjour. Malgré une météo pas toujours idéale, l’ambiance était vraiment agréable. Le gérant est top : à …","J’ai passé un très bon séjour au camping Utopia à Font-Romeu. Merci à toute l’équipe pour l’accueil et la bienveillance tout au long du séjour. Malgré une météo pas toujours idéale, l’ambiance était vraiment agréable. Le gérant est top : à …",fr,,accueil et personnel,0.9875,"{'accueil et personnel': 0.9875, 'hébergement et confort': 0.957, 'activités et animations': 0.8085, 'nature et environnement': 0.583, 'rapport qualité-prix': 0.2709, 'propreté et sanitaires': 0.1796, 'restauration et alimentation': 0.0069}",5,0.4982,Positif,"J’ai passé un très bon séjour au camping Utopia à Font-Romeu. Merci à toute l’équipe pour l’accueil et la bienveillance tout au long du séjour. Malgré une météo pas toujours idéale, l’ambiance était vraiment agréable. Le gérant est top : à …"
Huttopia,Font_Romeu,Google Maps,,3.0,"Cadre magnifique ! Ce camping répond à toutes nos attentes, avec un personnel aux petits soins. Notre séjour en famille au cœur de la nature a été un véritable succès. Nous le recommandons vivement !","Cadre magnifique ! Ce camping répond à toutes nos attentes, avec un personnel aux petits soins. Notre séjour en famille au cœur de la nature a été un véritable succès. Nous le recommandons vivement !",fr,,nature et environnement,0.9403,"{'nature et environnement': 0.9403, 'activités et animations': 0.8676, 'hébergement et confort': 0.6197, 'rapport qualité-prix': 0.4642, 'accueil et personnel': 0.326, 'propreté et sanitaires': 0.2297, 'restauration et alimentation': 0.0005}",5,0.913,Positif,"Cadre magnifique ! Ce camping répond à toutes nos attentes, avec un personnel aux petits soins. Notre séjour en famille au cœur de la nature a été un véritable succès. Nous le recommandons vivement !"
Huttopia,Font_Romeu,Google Maps,,3.0,"Très beau camping ! Le personnel est agréable et de bons conseils, les emplacements sont grands et restent ""nature"", la piscine est top (bien chaude) et les sanitaires sont propres. Un séjour sans faute. Merci Huttopia.","Très beau camping ! Le personnel est agréable et de bons conseils, les emplacements sont grands et restent ""nature"", la piscine est top (bien chaude) et les sanitaires sont propres. Un séjour sans faute. Merci Huttopia.",fr,,hébergement et confort,0.9843,"{'hébergement et confort': 0.9843, 'accueil et personnel': 0.9312, 'propreté et sanitaires': 0.9173, 'activités et animations': 0.8455, 'nature et environnement': 0.8032, 'rapport qualité-prix': 0.7309, 'restauration et alimentation': 0.0001}",5,0.7101,Positif,"Très beau camping ! Le personnel est agréable et de bons conseils, les emplacements sont grands et restent ""nature"", la piscine est top (bien chaude) et les sanitaires sont propres. Un séjour sans faute. Merci Huttopia."
